path,folder,pass,ncalls,qual,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM6_0_20120619_231135_041.00#,3,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM1_0_20120623_205528_585.00#,1,0.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM2_0_20120623_211457_151.00#,31,0.254193548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM3_0_20120623_215617_789.00#,7,0.288571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM4_0_20120623_215650_890.00#,1,0.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM5_0_20120623_231135_041.00#,3,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM6_0_20120623_231135_041.00#,3,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM1_0_20120626_205528_585.00#,1,0.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM2_0_20120626_211457_151.00#,31,0.254193548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM3_0_20120626_215617_789.00#,7,0.288571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM4_0_20120626_215650_890.00#,1,0.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM5_0_20120626_231135_041.00#,3,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n:\data_vineyards\data_vineyards_2012_zx\M1-R1_ZX\,M1-R1_ZX,SM6_0_20120626_231135_041.00#,3,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
