path,folder,pass,ncalls,qual,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_215346_432.00#,6.0,0.336666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_215843_046.00#,1.0,0.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_215849_200.00#,11.0,0.327272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_220046_857.00#,2.0,0.435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221428_030.00#,7.0,0.294285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221509_246.00#,1.0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221731_154.00#,2.0,0.405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221812_562.00#,1.0,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_222555_044.00#,21.0,0.317142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_222704_930.00#,22.0,0.518636363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_223037_795.00#,34.0,0.261764705882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_224954_126.00#,2.0,0.425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_230120_788.00#,22.0,0.245909090909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_234356_201.00#,25.0,0.3024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_235225_009.00#,13.0,0.282307692308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_003546_190.00#,8.0,0.36875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_010334_893.00#,2.0,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_015741_512.00#,11.0,0.337272727273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_023210_446.00#,2.0,0.495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_024334_624.00#,5.0,0.388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_040427_756.00#,1.0,0.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_041339_331.00#,37.0,0.327837837838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_043425_494.00#,1.0,0.28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_044047_320.00#,1.0,0.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_045107_884.00#,13.0,0.289230769231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_045946_281.00#,4.0,0.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_205651_652.00#,1.0,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_212124_438.00#,1.0,0.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_213415_580.00#,5.0,0.394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_213839_540.00#,1.0,0.23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_213926_837.00#,1.0,0.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214150_687.00#,1.0,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214156_734.00#,6.0,0.323333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214206_948.00#,7.0,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214224_915.00#,19.0,0.393684210526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214311_034.00#,19.0,0.304210526316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214321_300.00#,27.0,0.43037037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214332_100.00#,13.0,0.449230769231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214441_967.00#,1.0,0.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214640_088.00#,4.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214713_614.00#,1.0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214824_876.00#,1.0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215040_887.00#,1.0,0.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215254_062.00#,1.0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215300_700.00#,7.0,0.352857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215549_375.00#,10.0,0.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215621_786.00#,2.0,0.265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215635_418.00#,1.0,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220017_091.00#,19.0,0.417368421053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220217_319.00#,15.0,0.366666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220244_654.00#,1.0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220456_200.00#,1.0,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220852_567.00#,2.0,0.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_222901_978.00#,1.0,0.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_222908_000.00#,2.0,0.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_222938_168.00#,20.0,0.467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_223315_611.00#,23.0,0.274347826087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_223733_250.00#,8.0,0.37625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_224755_951.00#,18.0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_224915_558.00#,2.0,0.445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_225110_882.00#,4.0,0.2675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_225314_842.00#,7.0,0.427142857143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_225641_587.00#,24.0,0.362916666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_234516_632.00#,1.0,0.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_235730_778.00#,4.0,0.3125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_002935_008.00#,1.0,0.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_005704_706.00#,36.0,0.316666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_010532_822.00#,1.0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_011736_246.00#,9.0,0.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_015719_738.00#,18.0,0.293333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_021505_902.00#,1.0,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_023725_350.00#,1.0,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_023737_217.00#,1.0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_032107_466.00#,3.0,0.273333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_033608_204.00#,1.0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_043920_472.00#,10.0,0.268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_043930_328.00#,11.0,0.277272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_043946_800.00#,4.0,0.4575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_044212_234.00#,20.0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_044634_399.00#,11.0,0.308181818182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_044650_136.00#,2.0,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_045410_630.00#,10.0,0.491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_051556_956.00#,1.0,0.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_052156_879.00#,2.0,0.355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
