folder,pass,date,detector_date,ncalls,qual,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE
M1-R1_ZC,SM1_0_20110715_225242_904.00#,20110715,SM1_20110715,8,0.3275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
M1-R1_ZC,SM1_0_20110716_001756_228.00#,20110715,SM1_20110715,14,0.268571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110716_003614_374.00#,20110715,SM1_20110715,1,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110716_015003_989.00#,20110715,SM1_20110715,8,0.31375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110716_211350_355.00#,20110716,SM1_20110716,1,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110716_212447_508.00#,20110716,SM1_20110716,2,0.53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110716_212454_489.00#,20110716,SM1_20110716,3,0.326666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110716_212501_100.00#,20110716,SM1_20110716,1,0.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110716_212507_700.00#,20110716,SM1_20110716,3,0.416666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110716_213140_008.00#,20110716,SM1_20110716,22,0.295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110716_214728_308.00#,20110716,SM1_20110716,6,0.266666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110716_214924_945.00#,20110716,SM1_20110716,23,0.337826087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110716_220802_224.00#,20110716,SM1_20110716,5,0.324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110716_225859_222.00#,20110716,SM1_20110716,19,0.220526316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110717_014030_874.00#,20110716,SM1_20110716,20,0.2925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110717_022058_963.00#,20110716,SM1_20110716,5,0.256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110717_040934_369.00#,20110716,SM1_20110716,4,0.3125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM1_0_20110717_043035_518.00#,20110716,SM1_20110716,1,0.49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM1_0_20110717_043117_465.00#,20110716,SM1_20110716,1,0.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110714_211708_715.00#,20110714,SM2_20110714,24,0.2575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110714_212024_680.00#,20110714,SM2_20110714,12,0.336666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110714_214452_113.00#,20110714,SM2_20110714,5,0.416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110714_214722_300.00#,20110714,SM2_20110714,1,0.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_215346_432.00#,20110714,SM2_20110714,6,0.336666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110714_215843_046.00#,20110714,SM2_20110714,1,0.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_215849_200.00#,20110714,SM2_20110714,11,0.327272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_220046_857.00#,20110714,SM2_20110714,2,0.435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110714_221428_030.00#,20110714,SM2_20110714,7,0.294285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110714_221509_246.00#,20110714,SM2_20110714,1,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_221731_154.00#,20110714,SM2_20110714,2,0.405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110714_221812_562.00#,20110714,SM2_20110714,1,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_222555_044.00#,20110714,SM2_20110714,21,0.317142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_222704_930.00#,20110714,SM2_20110714,22,0.518636364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_223037_795.00#,20110714,SM2_20110714,34,0.261764706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_224954_126.00#,20110714,SM2_20110714,2,0.425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110714_230120_788.00#,20110714,SM2_20110714,22,0.245909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110714_234356_201.00#,20110714,SM2_20110714,25,0.3024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110714_235225_009.00#,20110714,SM2_20110714,13,0.282307692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_003546_190.00#,20110714,SM2_20110714,8,0.36875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_010334_893.00#,20110714,SM2_20110714,2,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_015741_512.00#,20110714,SM2_20110714,11,0.337272727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_023210_446.00#,20110714,SM2_20110714,2,0.495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_024334_624.00#,20110714,SM2_20110714,5,0.388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_040427_756.00#,20110714,SM2_20110714,1,0.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_041339_331.00#,20110714,SM2_20110714,37,0.327837838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110715_043425_494.00#,20110714,SM2_20110714,1,0.28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_044047_320.00#,20110714,SM2_20110714,1,0.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_045107_884.00#,20110714,SM2_20110714,13,0.289230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110715_045946_281.00#,20110714,SM2_20110714,4,0.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_205651_652.00#,20110715,SM2_20110715,1,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_212124_438.00#,20110715,SM2_20110715,1,0.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_213415_580.00#,20110715,SM2_20110715,5,0.394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_213839_540.00#,20110715,SM2_20110715,1,0.23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_213926_837.00#,20110715,SM2_20110715,1,0.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214150_687.00#,20110715,SM2_20110715,1,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214156_734.00#,20110715,SM2_20110715,6,0.323333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214206_948.00#,20110715,SM2_20110715,7,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214224_915.00#,20110715,SM2_20110715,19,0.393684211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214311_034.00#,20110715,SM2_20110715,19,0.304210526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214321_300.00#,20110715,SM2_20110715,27,0.43037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214332_100.00#,20110715,SM2_20110715,13,0.449230769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214441_967.00#,20110715,SM2_20110715,1,0.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_214640_088.00#,20110715,SM2_20110715,4,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214713_614.00#,20110715,SM2_20110715,1,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_214824_876.00#,20110715,SM2_20110715,1,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_215040_887.00#,20110715,SM2_20110715,1,0.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_215254_062.00#,20110715,SM2_20110715,1,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_215300_700.00#,20110715,SM2_20110715,7,0.352857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_215549_375.00#,20110715,SM2_20110715,10,0.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_215621_786.00#,20110715,SM2_20110715,2,0.265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_215635_418.00#,20110715,SM2_20110715,1,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_220017_091.00#,20110715,SM2_20110715,19,0.417368421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_220217_319.00#,20110715,SM2_20110715,15,0.366666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_220244_654.00#,20110715,SM2_20110715,1,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_220456_200.00#,20110715,SM2_20110715,1,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_220852_567.00#,20110715,SM2_20110715,2,0.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_222901_978.00#,20110715,SM2_20110715,1,0.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_222908_000.00#,20110715,SM2_20110715,2,0.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_222938_168.00#,20110715,SM2_20110715,20,0.467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_223315_611.00#,20110715,SM2_20110715,23,0.274347826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_223733_250.00#,20110715,SM2_20110715,8,0.37625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_224755_951.00#,20110715,SM2_20110715,18,0.205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110715_224915_558.00#,20110715,SM2_20110715,2,0.445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_225110_882.00#,20110715,SM2_20110715,4,0.2675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110715_225314_842.00#,20110715,SM2_20110715,7,0.427142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110715_225641_587.00#,20110715,SM2_20110715,24,0.362916667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_234516_632.00#,20110715,SM2_20110715,1,0.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110715_235730_778.00#,20110715,SM2_20110715,4,0.3125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_002935_008.00#,20110715,SM2_20110715,1,0.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_005704_706.00#,20110715,SM2_20110715,36,0.316666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_010532_822.00#,20110715,SM2_20110715,1,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_011736_246.00#,20110715,SM2_20110715,9,0.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_015719_738.00#,20110715,SM2_20110715,18,0.293333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110716_021505_902.00#,20110715,SM2_20110715,1,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_023725_350.00#,20110715,SM2_20110715,1,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_023737_217.00#,20110715,SM2_20110715,1,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_032107_466.00#,20110715,SM2_20110715,3,0.273333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_033608_204.00#,20110715,SM2_20110715,1,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_043920_472.00#,20110715,SM2_20110715,10,0.268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_043930_328.00#,20110715,SM2_20110715,11,0.277272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_043946_800.00#,20110715,SM2_20110715,4,0.4575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_044212_234.00#,20110715,SM2_20110715,20,0.251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110716_044634_399.00#,20110715,SM2_20110715,11,0.308181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_044650_136.00#,20110715,SM2_20110715,2,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_045410_630.00#,20110715,SM2_20110715,10,0.491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_051556_956.00#,20110715,SM2_20110715,1,0.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_052156_879.00#,20110715,SM2_20110715,2,0.355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_052419_043.00#,20110715,SM2_20110715,7,0.437142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_052449_160.00#,20110715,SM2_20110715,32,0.3878125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_052658_430.00#,20110715,SM2_20110715,13,0.376923077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_053155_408.00#,20110715,SM2_20110715,2,0.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_053201_600.00#,20110715,SM2_20110715,1,0.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_053309_050.00#,20110715,SM2_20110715,28,0.328214286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_205207_915.00#,20110716,SM2_20110716,1,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_205841_125.00#,20110716,SM2_20110716,1,0.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_205854_587.00#,20110716,SM2_20110716,1,0.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_205913_876.00#,20110716,SM2_20110716,2,0.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_210422_482.00#,20110716,SM2_20110716,34,0.349705882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_213054_894.00#,20110716,SM2_20110716,13,0.363076923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110716_213237_356.00#,20110716,SM2_20110716,35,0.277428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110716_213347_880.00#,20110716,SM2_20110716,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110716_214405_290.00#,20110716,SM2_20110716,1,0.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_214411_494.00#,20110716,SM2_20110716,2,0.485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_214634_702.00#,20110716,SM2_20110716,1,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_215110_220.00#,20110716,SM2_20110716,1,0.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_215845_826.00#,20110716,SM2_20110716,31,0.240967742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110716_220816_753.00#,20110716,SM2_20110716,3,0.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_221655_293.00#,20110716,SM2_20110716,1,0.32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_221902_771.00#,20110716,SM2_20110716,33,0.330606061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_221930_850.00#,20110716,SM2_20110716,2,0.335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110716_222812_752.00#,20110716,SM2_20110716,1,0.23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_224004_448.00#,20110716,SM2_20110716,2,0.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_230218_968.00#,20110716,SM2_20110716,23,0.373478261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_230322_169.00#,20110716,SM2_20110716,5,0.382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_230716_686.00#,20110716,SM2_20110716,1,0.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_230953_500.00#,20110716,SM2_20110716,1,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110716_231532_254.00#,20110716,SM2_20110716,2,0.365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110716_232208_170.00#,20110716,SM2_20110716,7,0.378571429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110717_003015_843.00#,20110716,SM2_20110716,9,0.354444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_003635_850.00#,20110716,SM2_20110716,22,0.319090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_005016_214.00#,20110716,SM2_20110716,9,0.367777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_011022_817.00#,20110716,SM2_20110716,1,0.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_011055_769.00#,20110716,SM2_20110716,30,0.301666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_012802_432.00#,20110716,SM2_20110716,39,0.291794872,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_014618_824.00#,20110716,SM2_20110716,56,0.385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_014817_107.00#,20110716,SM2_20110716,9,0.386666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_021443_910.00#,20110716,SM2_20110716,33,0.316969697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_025359_683.00#,20110716,SM2_20110716,5,0.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_025730_660.00#,20110716,SM2_20110716,11,0.414545455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_030719_735.00#,20110716,SM2_20110716,30,0.282666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_031057_116.00#,20110716,SM2_20110716,7,0.408571429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_031643_403.00#,20110716,SM2_20110716,18,0.378888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_031852_498.00#,20110716,SM2_20110716,25,0.2732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_033728_517.00#,20110716,SM2_20110716,1,0.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_034300_079.00#,20110716,SM2_20110716,9,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110717_034624_634.00#,20110716,SM2_20110716,1,0.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110717_034631_205.00#,20110716,SM2_20110716,1,0.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M1-R1_ZC,SM2_0_20110717_035928_432.00#,20110716,SM2_20110716,13,0.364615385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110717_040620_228.00#,20110716,SM2_20110716,5,0.296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110717_040851_630.00#,20110716,SM2_20110716,1,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_041702_410.00#,20110716,SM2_20110716,2,0.275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M1-R1_ZC,SM2_0_20110717_041843_367.00#,20110716,SM2_20110716,4,0.3475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M1-R1_ZC,SM2_0_20110717_042218_173.00#,20110716,SM2_20110716,15,0.254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
