,path,folder,pass,date,detector_date,ncalls,qual,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE
20,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_015003_989.00#,20110715,SM1_20110715,8,0.31374999999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_211350_355.00#,20110716,SM1_20110716,1,0.29999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_212447_508.00#,20110716,SM1_20110716,2,0.53000000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_212454_489.00#,20110716,SM1_20110716,3,0.32666666700000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_212501_100.00#,20110716,SM1_20110716,1,0.28999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_212507_700.00#,20110716,SM1_20110716,3,0.41666666699999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_213140_008.00#,20110716,SM1_20110716,22,0.29499999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_214728_308.00#,20110716,SM1_20110716,6,0.26666666700000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_214924_945.00#,20110716,SM1_20110716,23,0.337826087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_220802_224.00#,20110716,SM1_20110716,5,0.32400000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110716_225859_222.00#,20110716,SM1_20110716,19,0.220526316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110717_014030_874.00#,20110716,SM1_20110716,20,0.29249999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110717_022058_963.00#,20110716,SM1_20110716,5,0.25600000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110717_040934_369.00#,20110716,SM1_20110716,4,0.3125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110717_043035_518.00#,20110716,SM1_20110716,1,0.48999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM1_0_20110717_043117_465.00#,20110716,SM1_20110716,1,0.42999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_211708_715.00#,20110714,SM2_20110714,24,0.25750000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_212024_680.00#,20110714,SM2_20110714,12,0.33666666699999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_214452_113.00#,20110714,SM2_20110714,5,0.41599999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_214722_300.00#,20110714,SM2_20110714,1,0.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_215346_432.00#,20110714,SM2_20110714,6,0.33666666699999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_215843_046.00#,20110714,SM2_20110714,1,0.27000000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_215849_200.00#,20110714,SM2_20110714,11,0.32727272699999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_220046_857.00#,20110714,SM2_20110714,2,0.435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221428_030.00#,20110714,SM2_20110714,7,0.29428571399999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221509_246.00#,20110714,SM2_20110714,1,0.34999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221731_154.00#,20110714,SM2_20110714,2,0.40500000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_221812_562.00#,20110714,SM2_20110714,1,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_222555_044.00#,20110714,SM2_20110714,21,0.317142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_222704_930.00#,20110714,SM2_20110714,22,0.51863636400000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_223037_795.00#,20110714,SM2_20110714,34,0.26176470600000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_224954_126.00#,20110714,SM2_20110714,2,0.42499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_230120_788.00#,20110714,SM2_20110714,22,0.245909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_234356_201.00#,20110714,SM2_20110714,25,0.3024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110714_235225_009.00#,20110714,SM2_20110714,13,0.282307692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_003546_190.00#,20110714,SM2_20110714,8,0.36875000000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_010334_893.00#,20110714,SM2_20110714,2,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_015741_512.00#,20110714,SM2_20110714,11,0.33727272699999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_023210_446.00#,20110714,SM2_20110714,2,0.495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_024334_624.00#,20110714,SM2_20110714,5,0.38800000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_040427_756.00#,20110714,SM2_20110714,1,0.60999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_041339_331.00#,20110714,SM2_20110714,37,0.32783783799999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_043425_494.00#,20110714,SM2_20110714,1,0.28000000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_044047_320.00#,20110714,SM2_20110714,1,0.34999999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_045107_884.00#,20110714,SM2_20110714,13,0.289230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_045946_281.00#,20110714,SM2_20110714,4,0.42999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_205651_652.00#,20110715,SM2_20110715,1,0.39000000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_212124_438.00#,20110715,SM2_20110715,1,0.27000000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_213415_580.00#,20110715,SM2_20110715,5,0.39400000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_213839_540.00#,20110715,SM2_20110715,1,0.23000000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_213926_837.00#,20110715,SM2_20110715,1,0.34000000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214150_687.00#,20110715,SM2_20110715,1,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214156_734.00#,20110715,SM2_20110715,6,0.323333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214206_948.00#,20110715,SM2_20110715,7,0.45000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214224_915.00#,20110715,SM2_20110715,19,0.39368421100000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214311_034.00#,20110715,SM2_20110715,19,0.30421052599999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214321_300.00#,20110715,SM2_20110715,27,0.43037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214332_100.00#,20110715,SM2_20110715,13,0.44923076899999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214441_967.00#,20110715,SM2_20110715,1,0.34000000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214640_088.00#,20110715,SM2_20110715,4,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214713_614.00#,20110715,SM2_20110715,1,0.34999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_214824_876.00#,20110715,SM2_20110715,1,0.29999999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215040_887.00#,20110715,SM2_20110715,1,0.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215254_062.00#,20110715,SM2_20110715,1,0.34999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215300_700.00#,20110715,SM2_20110715,7,0.35285714299999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215549_375.00#,20110715,SM2_20110715,10,0.41199999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215621_786.00#,20110715,SM2_20110715,2,0.26500000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_215635_418.00#,20110715,SM2_20110715,1,0.48999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220017_091.00#,20110715,SM2_20110715,19,0.41736842099999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220217_319.00#,20110715,SM2_20110715,15,0.366666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220244_654.00#,20110715,SM2_20110715,1,0.26000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220456_200.00#,20110715,SM2_20110715,1,0.28000000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_220852_567.00#,20110715,SM2_20110715,2,0.28999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_222901_978.00#,20110715,SM2_20110715,1,0.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_222908_000.00#,20110715,SM2_20110715,2,0.41999999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_222938_168.00#,20110715,SM2_20110715,20,0.46700000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_223315_611.00#,20110715,SM2_20110715,23,0.27434782600000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_223733_250.00#,20110715,SM2_20110715,8,0.37624999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_224755_951.00#,20110715,SM2_20110715,18,0.20499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_224915_558.00#,20110715,SM2_20110715,2,0.44500000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_225110_882.00#,20110715,SM2_20110715,4,0.26750000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_225314_842.00#,20110715,SM2_20110715,7,0.42714285699999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_225641_587.00#,20110715,SM2_20110715,24,0.36291666700000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_234516_632.00#,20110715,SM2_20110715,1,0.32000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110715_235730_778.00#,20110715,SM2_20110715,4,0.3125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_002935_008.00#,20110715,SM2_20110715,1,0.52000000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_005704_706.00#,20110715,SM2_20110715,36,0.31666666700000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_010532_822.00#,20110715,SM2_20110715,1,0.40000000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,n:\data_vineyards\data_vineyards_2011\data_vineyards_2011_zx\M1-R1_ZC\,M1-R1_ZC,SM2_0_20110716_011736_246.00#,20110715,SM2_20110715,9,0.40999999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
